movie_id,title,tmdb_id,poster_path,overview,vote_average
93,Welcome to the Dollhouse (1995),11446,/fsMMOVto87pvUQyozOF9CaT9aMR.jpg,An unattractive 7th grader struggles to cope with suburban life as the middle child with inattentive parents and bullies at school.,7.1
94,Home Alone (1990),771,/i5We88HdO9Nsrv8xLyo4toNsLUM.jpg,"Eight-year-old Kevin McCallister makes the most of the situation after his family unwittingly leaves him behind when they go on Christmas vacation. When thieves try to break into his home, he puts up a fight like no other.",7.451
95,Aladdin (1992),420817,/ykUEbfpkf8d0w49pHh0AD2KrT52.jpg,A kindhearted street urchin named Aladdin embarks on a magical adventure after finding a lamp that releases a wisecracking genie while a power-hungry Grand Vizier vies for the same lamp that has the power to make their deepest wishes come true.,7.093
96,Terminator 2: Judgment Day (1991),280,/jFTVD4XoWQTcg7wdyJKa8PEds5q.jpg,"Ten years after the events of the original, a reprogrammed T-800 is sent back in time to protect young John Connor from the shape-shifting T-1000. Together with his mother Sarah, he fights to stop Skynet from triggering a nuclear apocalypse.",8.134
97,Dances with Wolves (1990),581,/hw0ZEHAaTqTxSXGVwUFX7uvanSA.jpg,"Wounded Civil War soldier John Dunbar tries to commit suicide—and becomes a hero instead. As a reward, he's assigned to his dream post, a remote junction on the Western frontier, and soon makes unlikely friends with the local Sioux tribe.",7.84
98,"Silence of the Lambs, The (1991)",1473744,/1yQR4iUb5ChImcZ0yDsE18TpiaU.jpg,"""Breaking the Silence"" is one of three Johnathan Demme & Jodie Foster documentary features included in the physical release of Silence of the Lambs. This part talks about the tonality and impact of the film's release and how it was received.",0.0
99,Snow White and the Seven Dwarfs (1937),408,/3VAHfuNb6Z7UiW12iYKANSPBl8m.jpg,"A beautiful girl, Snow White, takes refuge in the forest in the house of seven dwarfs to hide from her stepmother, the wicked Queen. The Queen is jealous because she wants to be known as ""the fairest in the land,"" and Snow White's beauty surpasses her own.",7.1
100,Fargo (1996),275,/rt7cpEr1uP6RTZykBFhBTcRaKvG.jpg,"Jerry, a small-town Minnesota car salesman is bursting at the seams with debt... but he's got a plan. He's going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father-in-law. It's going to be a snap and nobody's going to get hurt... until people start dying. Enter Police Chief Marge, a coffee-drinking, parka-wearing - and extremely pregnant - investigator who'll stop at nothing to get her man. And if you think her small-time investigative skills will give the crooks a run for their ransom... you betcha!",7.851
101,Heavy Metal (1981),11827,/atUtWrDlLzT1yeVK2EoYtvbS963.jpg,"The embodiment of ultimate evil, a glowing orb terrorizes a young girl with bizarre stories of dark fantasy, eroticism and horror.",6.509
102,"Aristocats, The (1970)",10112,/1BVOSmQUhphMgnTxnXyfQ9tL1Sc.jpg,"When Madame Adelaide Bonfamille leaves her fortune to Duchess and her children—Bonfamille’s beloved family of cats—the butler plots to steal the money and kidnaps the legatees, leaving them out on a country road. All seems lost until the wily Thomas O’Malley Cat and his jazz-playing alley cats come to the aristocats’ rescue.",7.295
103,All Dogs Go to Heaven 2 (1996),19042,/kNmIJILOW9qF2F1Z0qOXkadaS50.jpg,"Charlie and Itchy return to Earth to find Gabriel's Horn, but along the way meet up with a young boy named David, who ran away from home.",5.989
104,Theodore Rex (1995),36259,/fUUbOE91SK4GCpiyftEY5USjCh1.jpg,"In an alternate futuristic society, a tough female police detective is paired with a talking dinosaur to find the killer of dinosaurs and other prehistoric animals leading them to a mad scientist bent on creating a new Armageddon.",3.617
105,Sgt. Bilko (1996),9099,/q4zmVdQq35ZBj8uyxsU2RCPOQxo.jpg,The US army is known for churning out lean mean fighting machines intent on protecting our great nation. Sergeant Ernie Bilko is the leader of a ragtag group of the sorriest soldiers ever to enlist in the armed forces.,5.871
106,Diabolique (1996),10988,/zSW4A35r7Vpz0ainYJGb2QVwCh0.jpg,"The wife and mistress of a cruel school master collaborate in a carefully planned and executed scheme to murder him. The plan goes well until the body, which has been strategically dumped, disappears. The psychological strain starts to weigh on the two women when a retired police investigator begins looking into the man's disappearance on a whim.",5.516
107,Moll Flanders (1996),18989,/lHVpzsvjLU7qSCB8UWFqIAavSRu.jpg,"The daughter of a thief, young Moll is placed in the care of a nunnery after the execution of her mother. However, the actions of an abusive priest lead Moll to rebel as a teenager, escaping to the dangerous streets of London. Further misfortunes drive her to accept a job as a prostitute from the conniving Mrs. Allworthy. It is there that Moll first meets Hibble, who is working as Allworthy's servant but takes a special interest in the young woman's well-being. With his help, she retains hope for the future, ultimately falling in love with an unconventional artist who promises the possibility of romantic happiness.",6.058
108,Kids in the Hall: Brain Candy (1996),18414,/j7LYkIa2KC98ZqZmFIjEmtvlv87.jpg,"A pharmaceutical scientist creates a pill that makes people remember their happiest memory, and although it's successful, it has unfortunate side effects.",6.114
109,Mystery Science Theater 3000: The Movie (1996),3065,/tlakU3uwNiUgd7aOlb2RoAsGTnY.jpg,"Dr. Clayton Forrester figures he can rule the world if he deadens his subjects' brains by making them endure terrible movies. Exploiting his access to nearby satellite-dwellers Mike Nelson and his robot pals, Crow T. Robot and Tom Servo, Forrester makes them watch ""This Island Earth"", a cheesy 1950s spaceship film. But when Mike and friends make funny comments throughout the movie and others that follow, Forrester's plan looks increasingly flimsy.",6.523
110,Operation Dumbo Drop (1995),27281,/qIJlpbMCKg9O1C7gaiyDFaUWf9b.jpg,"Five Green Berets stationed in Vietnam in 1968 grudgingly undertake the mission of a lifetime -- to secretly transport an 8,000-pound elephant through 200 miles of rough jungle terrain. High jinks prevail when Capt. Sam Cahill promises the Montagnard villagers of Dak Nhe that he'll replace their prized elephant in time for an important ritual. But for Capt. T.C. Doyle, the mission becomes a jumbo-sized headache!",5.2
111,"Truth About Cats & Dogs, The (1996)",8866,/iECTzpGdAMrkEeoYvuYsCxdmW2G.jpg,A successful veterinarian and radio show host with low self-esteem asks her model friend to impersonate her when a handsome man wants to see her.,6.048
112,Flipper (1996),36355,/c3KEzecZ5oE6CpSrWX6wCLrBJbf.jpg,"Sandy Ricks is sent by his mom to Coral Key, a rustic island in the Florida keys, to spend the summer with his uncle Porter Ricks. Sandy dislikes everything about his new environment until a new friend comes into his life, a dolphin named Flipper, that brings uncle and nephew together and leads Sandy on the summer adventure of a lifetime.",5.5
113,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",11876,/tsmwnxi8hGXQTNVqBRCAVsfeGON.jpg,"In a time of war and disease, a young officer gallantly tries to help a young woman find her husband.",6.473
114,Wallace & Gromit: The Best of Aardman Animation (1996),503475,/tWkYclnnChwoMMBFECsEjd5hb77.jpg,"Anthology of Aardman Animation short films released in theaters in 1996, centered on the new release of the third Wallace & Gromit short, ""A Close Shave.""  Includes: ""A Close Shave,"" ""Creature Comforts"" and ""Heat Electric Commercials"" by Nick Park; ""Rex the Runt: How Dinosaurs Became Extinct"", ""Rex the Runt: Dreams"" and ""Ident"" by Richard Goleszowski; ""Wat's Pig"" and ""My Baby Just Cares For Me"" by Peter Lord; ""Early Bird"" by Peter Lord and David Sproxton; ""Pib and Pog"" directed by Peter Peake",7.6
115,"Haunted World of Edward D. Wood Jr., The (1995)",73183,/gWbwYJIRisTiur9aqMQKSHkiGTB.jpg,"Often called the worst director in the history of cinema, Ed Wood is nevertheless a beloved figure among cult-film aficionados for his oddball productions. This documentary takes a look back at Wood's unique career at the margins of 1950s Hollywood, speaking to those who loved him and hated him. Bela Lugosi Jr. discusses his father's work in the abysmal ""Plan 9 From Outer Space,"" while a Baptist reverend recalls how he was tricked into financing the film.",7.6
116,Cold Comfort Farm (1995),32513,/fkPm7MQhn3YqcRDM9qFDKNHiw7D.jpg,"In this adaptation of the satirical British novel, Flora Poste, a plucky London society girl orphaned at age 19, finds a new home with some rough relatives, the Starkadders of Cold Comfort Farm. With a take-charge attitude and some encouragement from her mischievous friend, Mary, Flora changes the Starkadders' lives forever when she settles into their rustic estate, bringing the backward clan up to date and finding inspiration for her novel in the process.",6.8
117,"Rock, The (1996)",165449,/rxV66VFRXGAWXVSqrWgl7LxhVsU.jpg,"The love between María Ángela and Fernando is impossible because there's an ancient history of hate between their families. His father killed hers, and other family members have killed each other for years. When María Ángela's grandfather finds she's in love with Fernando, he frames the young man and forces her to marry Manuel. Maria Ángela finds that Manuel doesn't love her and together plan her escape with Fernando. But things go wrong and the lovers find their destiny in The Spirit's Canyon.",5.8
118,Twister (1996),664,/d4ie3f6QTvNw40V770Uzo87SDZn.jpg,"An unprecedented series of violent tornadoes is sweeping across Oklahoma. Tornado chasers, headed by Dr. Jo Harding, attempt to release a groundbreaking device that will allow them to track them and create a more advanced warning system. They are joined by Jo's soon to be ex-husband Bill, a former tornado chaser himself, and his girlfriend Melissa.",6.545
119,Maya Lin: A Strong Clear Vision (1994),85778,/fqYvHdWNV84yF7zPV3ENHOZ2Jow.jpg,A film about the work of the artist most famous for her monuments such as the Vietnam Memorial Wall and the Civil Rights Fountain Memorial.,7.0
120,Striptease (1996),9879,/4zMy6R7acotCmGoDk4sjzRtDwKn.jpg,"Bounced from her job, Erin Grant needs money if she's to have any chance of winning back custody of her child. But, eventually, she must confront the naked truth: to take on the system, she'll have to take it all off. Erin strips to conquer, but she faces unintended circumstances when a hound dog of a Congressman zeroes in on her and sharpens the shady tools at his fingertips, including blackmail and murder.",5.553
121,Independence Day (ID4) (1996),602,/p0BPQGSPoSa8Ml0DAf2mB2kCU0R.jpg,"Strange phenomena surface around the globe. The skies ignite. Terror races through the world's major cities. As these extraordinary events unfold, it becomes increasingly clear that a force of incredible magnitude has arrived. Its mission: total annihilation over the Fourth of July weekend. The last hope to stop the destruction is an unlikely group of people united by fate and unimaginable circumstances.",6.898
122,"Cable Guy, The (1996)",9894,/YJt9l3RdrRohI95btQKPXwpdii.jpg,"When recently single Steven moves into his new apartment, cable guy Chip comes to hook him up—and doesn't let go. Initially, Chip is just overzealous in his desire to be Steven's pal, but when Steven tries to end the 'friendship', Chip shows his dark side. He begins stalking Steven, who's left to fend for himself because no one else can believe Chip's capable of such behaviour.",5.995
123,"Frighteners, The (1996)",10779,/zcJbCMwFLJdn5OLjhYwMVaSB32R.jpg,"Once an architect, Frank Bannister now passes himself off as an exorcist of evil spirits. To bolster his facade, he claims his ""special"" gift is the result of a car accident that killed his wife. But what he does not count on is more people dying in the small town where he lives. As he tries to piece together the supernatural mystery of these killings, he falls in love with the wife of one of the victims and deals with a crazy FBI agent.",6.915
